Date,Hour,Total Market Demand,Ontario Demand
31-Aug-16,10,20985,18916
31-Aug-16,11,21338,19482
31-Aug-16,12,21870,19892
31-Aug-16,13,21916,20101
31-Aug-16,14,22303,20344
31-Aug-16,15,22283,20350
31-Aug-16,16,22264,20298
31-Aug-16,17,22325,20218
31-Aug-16,18,22219,20014
31-Aug-16,19,21654,19402
31-Aug-16,20,21581,19286
31-Aug-16,21,20952,18558
31-Aug-16,22,19352,17070
31-Aug-16,23,18396,15579
31-Aug-16,24,17328,14366
01-Sep-16,1,16659,13637
01-Sep-16,2,16038,13117
01-Sep-16,3,15947,12810
01-Sep-16,4,15919,12715
01-Sep-16,5,16231,13085
01-Sep-16,6,17374,14256
01-Sep-16,7,17861,14994
01-Sep-16,8,17946,15500
01-Sep-16,9,18563,16148
01-Sep-16,10,19086,16549
01-Sep-16,11,19374,16864
01-Sep-16,12,19519,16966
01-Sep-16,13,19792,17022
01-Sep-16,14,19615,16962
01-Sep-16,15,19532,17036
01-Sep-16,16,19601,17175
01-Sep-16,17,19824,17258
01-Sep-16,18,19639,17154
01-Sep-16,19,19763,17338
01-Sep-16,20,19992,17413
01-Sep-16,21,19690,17003
01-Sep-16,22,18575,15859
01-Sep-16,23,17436,14497
01-Sep-16,24,16539,13422
02-Sep-16,1,15777,12769
02-Sep-16,2,15535,12448
02-Sep-16,3,15191,12184
02-Sep-16,4,15193,12137
02-Sep-16,5,15566,12534
02-Sep-16,6,16590,13546
02-Sep-16,7,17120,14156
02-Sep-16,8,17989,15059
02-Sep-16,9,18046,15257
02-Sep-16,10,18218,15398
02-Sep-16,11,18453,15642
02-Sep-16,12,18823,15753
02-Sep-16,13,19008,15845
02-Sep-16,14,19000,15868
02-Sep-16,15,18811,15896
02-Sep-16,16,19092,16261
02-Sep-16,17,19581,16755
02-Sep-16,18,19060,16697
02-Sep-16,19,18999,16781
02-Sep-16,20,18865,16621
02-Sep-16,21,18691,16197
02-Sep-16,22,18122,15119
02-Sep-16,23,16974,13816
02-Sep-16,24,15787,12825
03-Sep-16,1,15128,12208
03-Sep-16,2,14936,11782
03-Sep-16,3,14645,11501
03-Sep-16,4,14193,11429
03-Sep-16,5,14401,11493
03-Sep-16,6,14700,11795
03-Sep-16,7,14798,12144
03-Sep-16,8,15407,12737
03-Sep-16,9,16245,13219
03-Sep-16,10,16374,13517
03-Sep-16,11,16514,13724
03-Sep-16,12,16431,13868
03-Sep-16,13,16550,13938
03-Sep-16,14,16748,13991
03-Sep-16,15,17233,14221
03-Sep-16,16,17521,14685
03-Sep-16,17,17912,15256
03-Sep-16,18,18065,15781
03-Sep-16,19,17872,15600
03-Sep-16,20,17768,15561
03-Sep-16,21,17061,15124
03-Sep-16,22,16740,14264
03-Sep-16,23,15959,13280
03-Sep-16,24,15317,12377
04-Sep-16,1,14919,11773
04-Sep-16,2,14583,11379
04-Sep-16,3,14556,11211
04-Sep-16,4,14496,11149
04-Sep-16,5,14586,11138
04-Sep-16,6,14765,11353
04-Sep-16,7,14158,11560
04-Sep-16,8,15112,12170
04-Sep-16,9,15501,12680
04-Sep-16,10,16021,13121
04-Sep-16,11,16459,13491
04-Sep-16,12,16745,13767
04-Sep-16,13,16991,13999
04-Sep-16,14,17061,14183
04-Sep-16,15,17258,14520
04-Sep-16,16,17613,15094
04-Sep-16,17,18311,15686
04-Sep-16,18,18501,16037
04-Sep-16,19,18366,16083
04-Sep-16,20,18167,15977
04-Sep-16,21,17734,15493
04-Sep-16,22,17073,14546
04-Sep-16,23,16383,13622
04-Sep-16,24,15759,12753
05-Sep-16,1,14999,12037
05-Sep-16,2,14746,11573
05-Sep-16,3,14725,11373
05-Sep-16,4,14744,11353
05-Sep-16,5,14870,11466
05-Sep-16,6,14710,11736
05-Sep-16,7,14825,11929
05-Sep-16,8,15211,12551
05-Sep-16,9,15904,13242
05-Sep-16,10,16633,13968
05-Sep-16,11,17351,14633
05-Sep-16,12,17802,15141
05-Sep-16,13,18245,15442
05-Sep-16,14,18226,15796
05-Sep-16,15,18792,16318
05-Sep-16,16,19462,17119
05-Sep-16,17,20523,18001
05-Sep-16,18,20861,18528
05-Sep-16,19,20635,18314
05-Sep-16,20,20697,18497
05-Sep-16,21,19911,17693
05-Sep-16,22,18759,16522
05-Sep-16,23,17673,15147
05-Sep-16,24,16935,14054
06-Sep-16,1,16061,13266
06-Sep-16,2,15698,12833
06-Sep-16,3,15521,12642
06-Sep-16,4,15670,12689
06-Sep-16,5,15803,13189
06-Sep-16,6,17286,14736
06-Sep-16,7,18667,16247
06-Sep-16,8,19355,17004
06-Sep-16,9,20258,17869
06-Sep-16,10,21160,18782
06-Sep-16,11,21736,19470
06-Sep-16,12,22477,20250
06-Sep-16,13,22890,20805
06-Sep-16,14,22781,21201
06-Sep-16,15,23584,21698
06-Sep-16,16,24026,22011
06-Sep-16,17,24311,22150
06-Sep-16,18,23970,22065
06-Sep-16,19,24051,21935
06-Sep-16,20,23861,21889
06-Sep-16,21,23027,21200
06-Sep-16,22,21530,19703
06-Sep-16,23,20502,18043
06-Sep-16,24,18716,16654
07-Sep-16,1,17624,15709
07-Sep-16,2,17357,15054
07-Sep-16,3,17378,14857
07-Sep-16,4,17281,14800
07-Sep-16,5,17211,15106
07-Sep-16,6,18296,16422
07-Sep-16,7,19573,17991
07-Sep-16,8,20593,18816
07-Sep-16,9,21643,19716
07-Sep-16,10,22408,20390
07-Sep-16,11,23017,20999
07-Sep-16,12,23824,21801
07-Sep-16,13,24291,22279
07-Sep-16,14,24018,22106
07-Sep-16,15,24308,22340
07-Sep-16,16,24786,22781
07-Sep-16,17,25093,23213
07-Sep-16,18,24792,22938
07-Sep-16,19,24685,22914
07-Sep-16,20,24315,22789
07-Sep-16,21,23453,21880
07-Sep-16,22,22092,20497
07-Sep-16,23,20798,18673
07-Sep-16,24,20050,17337
08-Sep-16,1,19482,16639
08-Sep-16,2,18972,15949
08-Sep-16,3,18394,15549
08-Sep-16,4,18355,15374
08-Sep-16,5,18691,15851
08-Sep-16,6,19853,17174
08-Sep-16,7,21035,18825
08-Sep-16,8,21445,19582
08-Sep-16,9,21434,19872
08-Sep-16,10,22440,20520
08-Sep-16,11,22692,20583
08-Sep-16,12,23385,20760
08-Sep-16,13,23440,21004
08-Sep-16,14,23362,20899
08-Sep-16,15,23537,21306
08-Sep-16,16,24158,21621
08-Sep-16,17,24447,21817
08-Sep-16,18,24618,21963
08-Sep-16,19,24257,21952
08-Sep-16,20,24065,21788
08-Sep-16,21,23222,20940
08-Sep-16,22,21541,19397
08-Sep-16,23,20212,17615
08-Sep-16,24,19028,16266
09-Sep-16,1,18280,15421
09-Sep-16,2,17849,14798
09-Sep-16,3,17470,14451
09-Sep-16,4,17558,14451
09-Sep-16,5,17892,14827
09-Sep-16,6,18996,15962
09-Sep-16,7,20150,17297
09-Sep-16,8,20734,18093
09-Sep-16,9,21211,18616
09-Sep-16,10,21239,18879
09-Sep-16,11,21511,19277
09-Sep-16,12,22081,19546
09-Sep-16,13,22200,19938
09-Sep-16,14,22459,20192
09-Sep-16,15,22705,20450
09-Sep-16,16,23167,20938
09-Sep-16,17,23027,20947
09-Sep-16,18,22513,20525
09-Sep-16,19,22184,20227
09-Sep-16,20,22128,20170
09-Sep-16,21,21441,19375
09-Sep-16,22,19978,17958
09-Sep-16,23,18219,16322
09-Sep-16,24,17375,14807
10-Sep-16,1,16814,14134
10-Sep-16,2,16189,13585
10-Sep-16,3,16316,13237
10-Sep-16,4,16092,13014
10-Sep-16,5,16096,13026
10-Sep-16,6,16259,13571
10-Sep-16,7,16625,14042
10-Sep-16,8,17375,14983
10-Sep-16,9,18336,15916
10-Sep-16,10,19318,16557
10-Sep-16,11,19965,17076
10-Sep-16,12,20377,17411
10-Sep-16,13,20367,17699
10-Sep-16,14,20634,18022
10-Sep-16,15,20887,18371
10-Sep-16,16,21357,18733
10-Sep-16,17,21340,18828
10-Sep-16,18,21167,18709
10-Sep-16,19,20813,18496
10-Sep-16,20,20797,18450
10-Sep-16,21,20018,17665
10-Sep-16,22,18866,16501
10-Sep-16,23,17885,15163
10-Sep-16,24,16856,13948
11-Sep-16,1,16135,13221
11-Sep-16,2,15467,12628
11-Sep-16,3,15122,12199
11-Sep-16,4,14787,11950
11-Sep-16,5,14953,11962
11-Sep-16,6,15248,12174
11-Sep-16,7,15294,12385
11-Sep-16,8,15894,13101
11-Sep-16,9,16509,13609
11-Sep-16,10,16709,13952
11-Sep-16,11,17070,14216
11-Sep-16,12,17074,14299
11-Sep-16,13,17346,14377
11-Sep-16,14,17430,14432
11-Sep-16,15,17448,14594
11-Sep-16,16,17759,15124
11-Sep-16,17,18536,15851
11-Sep-16,18,18865,16109
11-Sep-16,19,18593,16237
11-Sep-16,20,18707,16463
11-Sep-16,21,18079,15804
11-Sep-16,22,17054,14758
11-Sep-16,23,16508,13807
11-Sep-16,24,15722,12942
12-Sep-16,1,15722,12441
12-Sep-16,2,15351,12091
12-Sep-16,3,15087,11918
12-Sep-16,4,15189,12007
12-Sep-16,5,14896,12501
12-Sep-16,6,16008,13729
12-Sep-16,7,16872,14625
12-Sep-16,8,17129,14919
12-Sep-16,9,17336,15010
12-Sep-16,10,17695,15452
12-Sep-16,11,17990,15657
12-Sep-16,12,17985,15838
12-Sep-16,13,18258,16090
12-Sep-16,14,18341,16229
12-Sep-16,15,18387,16311
12-Sep-16,16,19053,17003
12-Sep-16,17,19810,17727
12-Sep-16,18,19822,17750
12-Sep-16,19,19982,18012
12-Sep-16,20,19868,17913
12-Sep-16,21,19069,17044
12-Sep-16,22,17671,15635
12-Sep-16,23,16452,14376
12-Sep-16,24,15426,13294
13-Sep-16,1,14909,12669
13-Sep-16,2,14581,12358
13-Sep-16,3,14430,12136
13-Sep-16,4,14395,12098
13-Sep-16,5,14790,12570
13-Sep-16,6,16052,13850
13-Sep-16,7,17166,15093
13-Sep-16,8,17659,15473
13-Sep-16,9,17847,15753
13-Sep-16,10,18287,16136
13-Sep-16,11,18661,16456
13-Sep-16,12,18876,16682
13-Sep-16,13,19168,16987
13-Sep-16,14,19563,17320
13-Sep-16,15,20030,17743
13-Sep-16,16,20758,18298
13-Sep-16,17,21209,18841
13-Sep-16,18,21133,18797
13-Sep-16,19,20992,18887
13-Sep-16,20,21171,19053
13-Sep-16,21,20315,18221
13-Sep-16,22,18907,16885
13-Sep-16,23,17410,15392
13-Sep-16,24,16555,14227
14-Sep-16,1,15999,13672
14-Sep-16,2,15555,13309
14-Sep-16,3,15212,13066
14-Sep-16,4,15180,13032
14-Sep-16,5,15626,13404
14-Sep-16,6,16801,14647
14-Sep-16,7,17971,15951
14-Sep-16,8,18128,16229
14-Sep-16,9,18265,16350
14-Sep-16,10,18502,16467
14-Sep-16,11,18256,16356
14-Sep-16,12,18130,16137
14-Sep-16,13,17957,16115
14-Sep-16,14,18305,16179
14-Sep-16,15,18533,16324
14-Sep-16,16,18834,16720
14-Sep-16,17,19234,17082
14-Sep-16,18,19208,17106
14-Sep-16,19,19401,17358
14-Sep-16,20,19461,17439
14-Sep-16,21,18464,16449
14-Sep-16,22,17205,15149
14-Sep-16,23,15948,13874
14-Sep-16,24,14805,12692
15-Sep-16,1,14545,12278
15-Sep-16,2,14259,12004
15-Sep-16,3,13917,11812
15-Sep-16,4,13972,11842
15-Sep-16,5,14465,12336
15-Sep-16,6,15687,13569
15-Sep-16,7,16719,14792
15-Sep-16,8,16966,15018
15-Sep-16,9,17321,14975
15-Sep-16,10,17378,15048
15-Sep-16,11,17493,15155
15-Sep-16,12,17610,15294
15-Sep-16,13,17852,15456
15-Sep-16,14,17674,15513
15-Sep-16,15,17954,15721
15-Sep-16,16,18243,16087
15-Sep-16,17,18579,16517
15-Sep-16,18,18828,16615
15-Sep-16,19,18951,16814
15-Sep-16,20,19354,17195
15-Sep-16,21,18582,16331
15-Sep-16,22,17600,15288
15-Sep-16,23,16117,13765
15-Sep-16,24,15281,12879
16-Sep-16,1,14777,12358
16-Sep-16,2,14344,12080
16-Sep-16,3,14280,11887
16-Sep-16,4,14230,11969
16-Sep-16,5,14721,12371
16-Sep-16,6,15953,13643
16-Sep-16,7,16974,14705
16-Sep-16,8,17311,15051
16-Sep-16,9,17396,15121
16-Sep-16,10,17416,15195
16-Sep-16,11,17412,15311
16-Sep-16,12,17500,15413
16-Sep-16,13,17869,15576
16-Sep-16,14,17823,15599
16-Sep-16,15,17967,15753
16-Sep-16,16,18350,16139
16-Sep-16,17,18804,16637
16-Sep-16,18,18961,16743
16-Sep-16,19,19419,16936
16-Sep-16,20,19526,17078
16-Sep-16,21,18732,16317
16-Sep-16,22,17581,15343
16-Sep-16,23,16561,14121
16-Sep-16,24,16141,13072
17-Sep-16,1,15828,12514
17-Sep-16,2,15403,12173
17-Sep-16,3,14644,11957
17-Sep-16,4,14537,11839
17-Sep-16,5,14640,11982
17-Sep-16,6,15030,12470
17-Sep-16,7,15807,13200
17-Sep-16,8,16727,14050
17-Sep-16,9,17546,14844
17-Sep-16,10,18181,15512
17-Sep-16,11,18660,15952
17-Sep-16,12,18609,16229
17-Sep-16,13,18568,16113
17-Sep-16,14,18558,16232
17-Sep-16,15,18465,16086
17-Sep-16,16,18650,16163
17-Sep-16,17,18747,16367
17-Sep-16,18,18687,16290
17-Sep-16,19,18520,16344
17-Sep-16,20,18433,16311
17-Sep-16,21,17853,15749
17-Sep-16,22,17189,14932
17-Sep-16,23,16161,13880
17-Sep-16,24,15582,12978
18-Sep-16,1,15205,12476
18-Sep-16,2,14978,12144
18-Sep-16,3,14828,11904
18-Sep-16,4,14663,11811
18-Sep-16,5,14491,11855
18-Sep-16,6,14945,12170
18-Sep-16,7,15248,12548
18-Sep-16,8,15967,13302
18-Sep-16,9,16345,13982
18-Sep-16,10,16781,14455
18-Sep-16,11,17128,14920
18-Sep-16,12,17618,15387
18-Sep-16,13,17822,15643
18-Sep-16,14,18346,15892
18-Sep-16,15,18806,16107
18-Sep-16,16,19524,16667
18-Sep-16,17,20063,17237
18-Sep-16,18,19883,17395
18-Sep-16,19,19950,17517
18-Sep-16,20,20029,17614
18-Sep-16,21,19621,16875
18-Sep-16,22,18178,15756
18-Sep-16,23,16925,14518
18-Sep-16,24,16067,13534
19-Sep-16,1,15580,12968
19-Sep-16,2,15077,12644
19-Sep-16,3,15214,12472
19-Sep-16,4,15447,12534
19-Sep-16,5,15894,13007
19-Sep-16,6,17172,14321
19-Sep-16,7,17764,15714
19-Sep-16,8,18377,16130
19-Sep-16,9,18680,16353
19-Sep-16,10,19204,16870
19-Sep-16,11,19443,17127
19-Sep-16,12,19773,17430
19-Sep-16,13,20315,17828
19-Sep-16,14,20540,18113
19-Sep-16,15,20761,18476
19-Sep-16,16,21307,18986
19-Sep-16,17,21934,19524
19-Sep-16,18,22121,19841
19-Sep-16,19,21893,19618
19-Sep-16,20,21693,19541
19-Sep-16,21,20481,18536
19-Sep-16,22,19168,17095
19-Sep-16,23,17608,15501
19-Sep-16,24,16463,14346
20-Sep-16,1,15735,13623
20-Sep-16,2,15406,13184
20-Sep-16,3,15199,12914
20-Sep-16,4,15189,12905
20-Sep-16,5,15812,13451
20-Sep-16,6,17024,14903
20-Sep-16,7,18432,16388
20-Sep-16,8,18724,16765
20-Sep-16,9,19126,17029
20-Sep-16,10,19579,17455
20-Sep-16,11,19789,17662
20-Sep-16,12,19903,17947
20-Sep-16,13,20198,18296
20-Sep-16,14,20430,18577
20-Sep-16,15,20566,18680
20-Sep-16,16,21204,19141
20-Sep-16,17,21417,19485
20-Sep-16,18,21552,19339
20-Sep-16,19,21524,19303
20-Sep-16,20,21145,19016
20-Sep-16,21,19975,17951
20-Sep-16,22,18579,16523
20-Sep-16,23,17006,14870
20-Sep-16,24,15974,13763
21-Sep-16,1,15448,13131
21-Sep-16,2,14996,12722
21-Sep-16,3,14938,12483
21-Sep-16,4,14743,12458
21-Sep-16,5,15055,12891
21-Sep-16,6,16103,14027
21-Sep-16,7,17574,15377
21-Sep-16,8,17813,15600
21-Sep-16,9,17988,15801
21-Sep-16,10,18455,16288
21-Sep-16,11,18611,16541
21-Sep-16,12,17303,15299
21-Sep-16,13,19350,17241
21-Sep-16,14,19497,17435
21-Sep-16,15,19704,17599
21-Sep-16,16,20222,18177
21-Sep-16,17,20490,18543
21-Sep-16,18,20349,18435
21-Sep-16,19,20707,18717
21-Sep-16,20,20700,18787
21-Sep-16,21,19692,17728
21-Sep-16,22,18186,16175
21-Sep-16,23,17046,14922
21-Sep-16,24,16093,13828
22-Sep-16,1,15450,13125
22-Sep-16,2,15129,12715
22-Sep-16,3,14754,12491
22-Sep-16,4,14876,12473
22-Sep-16,5,15413,12977
22-Sep-16,6,16513,14282
22-Sep-16,7,17799,15647
22-Sep-16,8,18040,15983
22-Sep-16,9,18401,16339
22-Sep-16,10,18582,16611
22-Sep-16,11,18874,17053
22-Sep-16,12,19409,17522
22-Sep-16,13,19998,17976
22-Sep-16,14,20297,18350
22-Sep-16,15,20823,18808
22-Sep-16,16,21169,19346
22-Sep-16,17,21470,19320
22-Sep-16,18,21313,19146
22-Sep-16,19,21636,19492
22-Sep-16,20,21333,19454
22-Sep-16,21,20387,18547
22-Sep-16,22,19132,17220
22-Sep-16,23,17745,15848
22-Sep-16,24,16756,14695
23-Sep-16,1,16172,14020
23-Sep-16,2,15740,13541
23-Sep-16,3,15295,13270
23-Sep-16,4,15461,13301
23-Sep-16,5,15702,13634
23-Sep-16,6,16787,14964
23-Sep-16,7,18440,16423
23-Sep-16,8,18953,17020
23-Sep-16,9,19353,17232
23-Sep-16,10,19005,17122
23-Sep-16,11,18732,16787
23-Sep-16,12,18533,16479
23-Sep-16,13,18495,16302
23-Sep-16,14,18420,16130
23-Sep-16,15,18223,15955
23-Sep-16,16,18212,15948
23-Sep-16,17,18309,16065
23-Sep-16,18,18037,16022
23-Sep-16,19,18784,16502
23-Sep-16,20,19387,16578
23-Sep-16,21,18817,15890
23-Sep-16,22,17815,14790
23-Sep-16,23,16340,13566
23-Sep-16,24,15866,12615
24-Sep-16,1,15313,12027
24-Sep-16,2,14949,11675
24-Sep-16,3,14722,11492
24-Sep-16,4,14567,11441
24-Sep-16,5,14725,11476
24-Sep-16,6,14777,11871
24-Sep-16,7,15500,12461
24-Sep-16,8,15943,13070
24-Sep-16,9,16309,13294
24-Sep-16,10,16356,13314
24-Sep-16,11,16467,13340
24-Sep-16,12,16263,13316
24-Sep-16,13,16116,13252
24-Sep-16,14,15983,13177
24-Sep-16,15,16024,13174
24-Sep-16,16,16204,13521
24-Sep-16,17,16744,14108
24-Sep-16,18,17140,14533
24-Sep-16,19,17332,14939
24-Sep-16,20,17290,15071
24-Sep-16,21,16758,14244
24-Sep-16,22,16495,13522
24-Sep-16,23,15847,12647
24-Sep-16,24,15038,11823
25-Sep-16,1,14856,11423
25-Sep-16,2,14890,11116
25-Sep-16,3,14638,10941
25-Sep-16,4,14666,10855
25-Sep-16,5,14502,10881
25-Sep-16,6,14969,11218
25-Sep-16,7,15142,11675
25-Sep-16,8,15504,12156
25-Sep-16,9,15392,12471
25-Sep-16,10,15573,12638
25-Sep-16,11,15740,12720
25-Sep-16,12,15901,12798
25-Sep-16,13,16025,12793
25-Sep-16,14,15975,12874
25-Sep-16,15,16252,13112
25-Sep-16,16,16522,13642
25-Sep-16,17,17185,14336
25-Sep-16,18,17383,14657
25-Sep-16,19,17789,15309
25-Sep-16,20,18013,15322
25-Sep-16,21,17242,14472
25-Sep-16,22,16588,13521
25-Sep-16,23,15872,12562
25-Sep-16,24,15470,11832
26-Sep-16,1,14960,11566
26-Sep-16,2,14830,11313
26-Sep-16,3,14537,11276
26-Sep-16,4,14484,11415
26-Sep-16,5,15195,11955
26-Sep-16,6,16089,13285
26-Sep-16,7,17375,14708
26-Sep-16,8,17812,15121
26-Sep-16,9,18119,15366
26-Sep-16,10,18350,15724
26-Sep-16,11,18476,15886
26-Sep-16,12,18299,15983
26-Sep-16,13,18341,16077
26-Sep-16,14,18606,16112
26-Sep-16,15,18673,16116
26-Sep-16,16,18902,16440
26-Sep-16,17,17449,16359
26-Sep-16,18,17365,16238
26-Sep-16,19,17880,16705
26-Sep-16,20,18329,16686
26-Sep-16,21,17980,15834
26-Sep-16,22,16942,14625
26-Sep-16,23,16031,13405
26-Sep-16,24,14935,12430
27-Sep-16,1,14655,11954
27-Sep-16,2,14157,11688
27-Sep-16,3,13817,11549
27-Sep-16,4,13888,11547
27-Sep-16,5,14707,12120
27-Sep-16,6,16056,13313
27-Sep-16,7,17450,14686
27-Sep-16,8,17508,14767
27-Sep-16,9,17226,14570
27-Sep-16,10,17274,14671
27-Sep-16,11,17126,14546
27-Sep-16,12,16872,14570
27-Sep-16,13,17594,14900
27-Sep-16,14,17630,14950
27-Sep-16,15,17902,15178
27-Sep-16,16,18239,15518
27-Sep-16,17,18535,15881
27-Sep-16,18,18603,16077
27-Sep-16,19,18828,16973
27-Sep-16,20,18472,16960
27-Sep-16,21,17940,16079
27-Sep-16,22,16816,14929
27-Sep-16,23,15739,13693
27-Sep-16,24,14884,12784
28-Sep-16,1,14994,12314
28-Sep-16,2,14860,11998
28-Sep-16,3,14782,11825
28-Sep-16,4,14758,11868
28-Sep-16,5,15272,12313
28-Sep-16,6,16249,13586
28-Sep-16,7,17430,14960
28-Sep-16,8,17419,15090
28-Sep-16,9,17827,15204
28-Sep-16,10,17938,15220
28-Sep-16,11,18069,15305
28-Sep-16,12,18031,15257
28-Sep-16,13,18045,15362
28-Sep-16,14,17952,15302
28-Sep-16,15,17674,15114
28-Sep-16,16,18283,15770
28-Sep-16,17,18425,15995
28-Sep-16,18,18404,16175
28-Sep-16,19,18782,16842
28-Sep-16,20,18572,16574
28-Sep-16,21,18043,15846
28-Sep-16,22,17131,14688
28-Sep-16,23,16151,13450
28-Sep-16,24,15486,12584
29-Sep-16,1,14919,12057
29-Sep-16,2,14479,11756
29-Sep-16,3,14266,11624
29-Sep-16,4,14359,11693
29-Sep-16,5,14854,12178
29-Sep-16,6,16269,13463
29-Sep-16,7,17704,14943
29-Sep-16,8,18153,15415
29-Sep-16,9,18159,15536
29-Sep-16,10,18119,15499
29-Sep-16,11,17977,15275
29-Sep-16,12,18003,15284
29-Sep-16,13,17852,15239
29-Sep-16,14,17855,15234
29-Sep-16,15,18005,15380
29-Sep-16,16,18473,15755
29-Sep-16,17,18503,15883
29-Sep-16,18,18553,16032
29-Sep-16,19,19321,16689
29-Sep-16,20,18800,16344
29-Sep-16,21,18196,15593
29-Sep-16,22,16999,14407
29-Sep-16,23,16100,13292
29-Sep-16,24,15297,12441
30-Sep-16,1,14580,11924
30-Sep-16,2,14218,11607
30-Sep-16,3,14306,11475
30-Sep-16,4,14275,11578
30-Sep-16,5,14871,12014
30-Sep-16,6,16070,13342
30-Sep-16,7,17508,14786
30-Sep-16,8,17706,15118
30-Sep-16,9,17877,15261
30-Sep-16,10,17815,15235
30-Sep-16,11,17521,15079
30-Sep-16,12,17643,14962
30-Sep-16,13,17626,14991
30-Sep-16,14,17583,14938
30-Sep-16,15,17549,14930
30-Sep-16,16,17635,15087
30-Sep-16,17,17885,15268
30-Sep-16,18,17916,15367
30-Sep-16,19,18630,16076
30-Sep-16,20,18268,15811
30-Sep-16,21,17844,15282
30-Sep-16,22,16942,14342
30-Sep-16,23,15891,13213
30-Sep-16,24,15252,12312
01-Oct-16,1,14799,11747
01-Oct-16,2,14386,11329
01-Oct-16,3,14223,11198
01-Oct-16,4,14010,11180
01-Oct-16,5,13964,11402
01-Oct-16,6,14738,11936
01-Oct-16,7,15502,12742
01-Oct-16,8,16015,13485
01-Oct-16,9,16735,14111
01-Oct-16,10,16977,14454
01-Oct-16,11,17148,14515
01-Oct-16,12,17129,14499
01-Oct-16,13,17019,14406
01-Oct-16,14,16958,14294
01-Oct-16,15,16991,14330
01-Oct-16,16,17167,14614
01-Oct-16,17,17440,14907
01-Oct-16,18,17452,15113
01-Oct-16,19,17616,15317
01-Oct-16,20,17405,14908
01-Oct-16,21,17137,14399
01-Oct-16,22,16586,13663
01-Oct-16,23,16035,12807
01-Oct-16,24,15349,12085
02-Oct-16,1,14935,11612
02-Oct-16,2,14523,11327
02-Oct-16,3,14324,11134
02-Oct-16,4,14101,11094
02-Oct-16,5,14210,11205
02-Oct-16,6,14998,11520
02-Oct-16,7,15520,12036
02-Oct-16,8,15899,12692
02-Oct-16,9,16423,13377
02-Oct-16,10,16544,13719
02-Oct-16,11,16903,13996
02-Oct-16,12,17068,14140
02-Oct-16,13,17123,14067
02-Oct-16,14,17088,14036
02-Oct-16,15,17076,14065
02-Oct-16,16,17481,14549
02-Oct-16,17,17582,15006
02-Oct-16,18,17370,15359
02-Oct-16,19,17679,15687
02-Oct-16,20,17328,15464
02-Oct-16,21,16616,14840
02-Oct-16,22,16543,13903
02-Oct-16,23,16010,12946
02-Oct-16,24,15041,12251
03-Oct-16,1,15131,11805
03-Oct-16,2,15242,11593
03-Oct-16,3,14916,11463
03-Oct-16,4,14896,11582
03-Oct-16,5,15342,12149
03-Oct-16,6,15863,13451
03-Oct-16,7,16852,14929
03-Oct-16,8,17168,15234
03-Oct-16,9,17514,15357
03-Oct-16,10,17567,15411
03-Oct-16,11,17841,15472
03-Oct-16,12,17590,15494
03-Oct-16,13,17946,15593
03-Oct-16,14,18047,15620
03-Oct-16,15,17939,15567
03-Oct-16,16,18324,15834
03-Oct-16,17,18703,16162
03-Oct-16,18,18895,16417
03-Oct-16,19,19216,16882
03-Oct-16,20,18946,16689
03-Oct-16,21,18451,15962
03-Oct-16,22,16831,14795
03-Oct-16,23,15501,13556
03-Oct-16,24,14924,12606
04-Oct-16,1,14411,12197
04-Oct-16,2,14290,12076
04-Oct-16,3,13948,11784
04-Oct-16,4,13713,11783
04-Oct-16,5,14473,12269
04-Oct-16,6,15058,13660
04-Oct-16,7,16143,15085
04-Oct-16,8,16169,15076
04-Oct-16,9,16990,15097
04-Oct-16,10,16984,15171
04-Oct-16,11,16914,15069
04-Oct-16,12,16857,15011
04-Oct-16,13,17073,15042
04-Oct-16,14,17063,15133
04-Oct-16,15,17065,15316
04-Oct-16,16,17431,15686
04-Oct-16,17,18069,16151
04-Oct-16,18,18228,16351
04-Oct-16,19,18715,16807
04-Oct-16,20,18690,16688
04-Oct-16,21,17580,15903
04-Oct-16,22,16578,14728
04-Oct-16,23,15927,13620
04-Oct-16,24,15406,12782
05-Oct-16,1,14600,12192
05-Oct-16,2,14326,11905
05-Oct-16,3,14181,11753
05-Oct-16,4,14154,11770
05-Oct-16,5,14635,12289
05-Oct-16,6,15519,13599
05-Oct-16,7,17121,15021
05-Oct-16,8,17201,15071
05-Oct-16,9,16955,15007
05-Oct-16,10,16637,14938
05-Oct-16,11,16522,14944
05-Oct-16,12,16697,14962
05-Oct-16,13,16815,15043
05-Oct-16,14,16703,15047
05-Oct-16,15,16993,15327
05-Oct-16,16,17410,15699
05-Oct-16,17,18127,16101
05-Oct-16,18,18386,16326
05-Oct-16,19,18842,16797
05-Oct-16,20,18726,16638
05-Oct-16,21,18029,15897
05-Oct-16,22,16993,14772
05-Oct-16,23,15837,13538
05-Oct-16,24,15390,12714
06-Oct-16,1,14844,12127
06-Oct-16,2,14658,11873
06-Oct-16,3,14578,11772
06-Oct-16,4,14623,11840
06-Oct-16,5,15121,12330
06-Oct-16,6,16107,13784
06-Oct-16,7,17380,15244
06-Oct-16,8,17209,15277
06-Oct-16,9,17123,15246
06-Oct-16,10,16764,15277
06-Oct-16,11,16768,15301
06-Oct-16,12,17130,15429
06-Oct-16,13,17532,15700
06-Oct-16,14,17703,15888
06-Oct-16,15,17922,16130
06-Oct-16,16,18065,16484
06-Oct-16,17,18430,16946
06-Oct-16,18,18540,17143
